tech,country,year,coef,value,unit,provenance
AIR.DOM,PK,Y23,fuel_envelope,2688.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,PL,Y21,intensity_electricity,0.1649,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,PL,Y21,intensity_liquid,0.0537,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,PL,Y21,intensity_liquid,0.0952,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,PL,Y21,intensity_total,0.6581,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,PL,Y21,fuel_envelope,1118.3,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,PL,Y22,intensity_electricity,0.1439,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,PL,Y22,intensity_liquid,0.0411,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,PL,Y22,intensity_liquid,0.1054,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,PL,Y22,intensity_total,0.056,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,PL,Y22,fuel_envelope,1139.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,PL,Y23,intensity_electricity,0.1377,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,PL,Y23,intensity_liquid,0.0399,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,PL,Y23,intensity_liquid,0.115,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,PL,Y23,intensity_total,0.1904,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,PL,Y23,fuel_envelope,1505.3,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,PT,Y21,intensity_electricity,0.2934,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,PT,Y21,intensity_liquid,0.0668,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
PIPE.T,PT,Y21,intensity_total,0.0578,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,PT,Y21,fuel_envelope,4862.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,PT,Y22,intensity_electricity,0.2298,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,PT,Y22,intensity_liquid,0.0447,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
PIPE.T,PT,Y22,intensity_total,0.0485,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,PT,Y22,fuel_envelope,5942.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,PT,Y23,intensity_electricity,0.2471,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,PT,Y23,intensity_liquid,0.0517,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
PIPE.T,PT,Y23,intensity_total,0.0688,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,PT,Y23,fuel_envelope,6855.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,PY,Y21,fuel_envelope,193.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,PY,Y22,fuel_envelope,243.9,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,PY,Y23,fuel_envelope,259.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RO,Y21,fuel_envelope,1739.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RO,Y22,fuel_envelope,2639.3,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RO,Y23,fuel_envelope,1455.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,RS,Y21,intensity_electricity,0.4438,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,RS,Y21,intensity_liquid,0.1621,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,RS,Y21,intensity_liquid,0.1603,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,RS,Y21,intensity_total,0.1941,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
TRN.P+TRN.F,RS,Y22,intensity_electricity,0.4365,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,RS,Y22,intensity_liquid,0.1403,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,RS,Y22,intensity_liquid,0.1677,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,RS,Y22,intensity_total,0.1559,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
TRN.P+TRN.F,RS,Y23,intensity_electricity,0.535,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,RS,Y23,intensity_liquid,0.1497,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,RS,Y23,intensity_liquid,0.1306,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,RS,Y23,intensity_total,0.1539,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,RU,Y21,fuel_envelope,298183.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RU,Y22,fuel_envelope,266957.4,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RU,Y23,fuel_envelope,246795.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RW,Y21,fuel_envelope,976.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RW,Y22,fuel_envelope,1015.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,RW,Y23,fuel_envelope,1156.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SA,Y21,fuel_envelope,31796.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SA,Y22,fuel_envelope,33530.6,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SA,Y23,fuel_envelope,30774.4,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SC,Y21,fuel_envelope,264.6,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SC,Y22,fuel_envelope,282.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SC,Y23,fuel_envelope,282.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,SE,Y21,intensity_electricity,0.2927,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SE,Y21,intensity_liquid,0.0154,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,SE,Y21,intensity_liquid,0.5411,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
AIR.DOM,SE,Y21,fuel_envelope,2949.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,SE,Y22,intensity_electricity,0.2657,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SE,Y22,intensity_liquid,0.0148,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,SE,Y22,intensity_liquid,0.7275,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
AIR.DOM,SE,Y22,fuel_envelope,4483.3,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,SE,Y23,intensity_electricity,0.264,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SE,Y23,intensity_liquid,0.014,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,SE,Y23,intensity_liquid,0.6792,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
AIR.DOM,SE,Y23,fuel_envelope,4116.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,SI,Y21,intensity_electricity,0.1484,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SI,Y21,intensity_liquid,0.0514,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SI,Y22,intensity_electricity,0.1511,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SI,Y22,intensity_liquid,0.05,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SI,Y23,intensity_electricity,0.1517,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SI,Y23,intensity_liquid,0.0517,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SK,Y21,intensity_electricity,0.1578,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SK,Y22,intensity_electricity,0.1553,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,SK,Y23,intensity_electricity,0.1662,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
AIR.DOM,SN,Y21,fuel_envelope,184.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SN,Y22,fuel_envelope,498.9,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SN,Y23,fuel_envelope,96.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SO,Y21,fuel_envelope,220.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SO,Y22,fuel_envelope,220.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SO,Y23,fuel_envelope,220.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SR,Y21,fuel_envelope,220.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SR,Y22,fuel_envelope,220.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SR,Y23,fuel_envelope,220.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SS,Y21,fuel_envelope,3779.4,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SS,Y22,fuel_envelope,6504.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SS,Y23,fuel_envelope,6659.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SY,Y21,fuel_envelope,78.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SY,Y22,fuel_envelope,99.4,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,SY,Y23,fuel_envelope,106.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TD,Y21,fuel_envelope,471.9,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TD,Y22,fuel_envelope,432.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TD,Y23,fuel_envelope,485.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TG,Y21,fuel_envelope,26.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TG,Y22,fuel_envelope,28.9,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TH,Y21,fuel_envelope,18854.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TH,Y22,fuel_envelope,38101.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TH,Y23,fuel_envelope,46421.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TM,Y21,fuel_envelope,638.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TM,Y22,fuel_envelope,210.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TM,Y23,fuel_envelope,173.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TN,Y21,fuel_envelope,85.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TN,Y22,fuel_envelope,142.4,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TN,Y23,fuel_envelope,164.6,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,TR,Y21,intensity_electricity,0.1722,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,TR,Y21,intensity_liquid,0.1611,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,TR,Y21,intensity_liquid,0.7284,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,TR,Y21,intensity_total,0.1882,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,TR,Y21,fuel_envelope,39487.4,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,TR,Y22,intensity_electricity,0.1524,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,TR,Y22,intensity_liquid,0.1743,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,TR,Y22,intensity_liquid,0.6983,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,TR,Y22,intensity_total,0.1943,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,TR,Y22,fuel_envelope,47147.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,TR,Y23,intensity_electricity,0.1658,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,TR,Y23,intensity_liquid,0.1267,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,TR,Y23,intensity_liquid,0.6027,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,TR,Y23,intensity_total,0.4882,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
AIR.DOM,TR,Y23,fuel_envelope,54945.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TT,Y21,fuel_envelope,1700.3,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TT,Y22,fuel_envelope,1543.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TT,Y23,fuel_envelope,1543.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TW,Y21,fuel_envelope,2348.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TW,Y22,fuel_envelope,3364.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TW,Y23,fuel_envelope,3446.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TZ,Y21,fuel_envelope,1040.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TZ,Y22,fuel_envelope,917.9,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,TZ,Y23,fuel_envelope,838.6,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,UA,Y21,intensity_electricity,0.0884,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,UA,Y21,intensity_liquid,0.0051,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,UA,Y21,intensity_liquid,0.0558,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
PIPE.T,UA,Y21,intensity_total,6.4801,MJ/tkm,derived: UNSD.USE 1226 / ITF pipeline tkm
TRN.P+TRN.F,US,Y21,intensity_electricity,0.0089,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,US,Y21,intensity_liquid,0.2174,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
BARGE+SHIP.DOM,US,Y21,intensity_liquid,0.4708,MJ/tkm,derived: UNSD.USE 1224 / (ITF iww+coastal tkm)
AIR.DOM,US,Y21,fuel_envelope,1944800.6,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,US,Y22,intensity_electricity,0.0116,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,US,Y22,intensity_liquid,0.2212,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
AIR.DOM,US,Y22,fuel_envelope,2213755.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
TRN.P+TRN.F,US,Y23,intensity_electricity,0.0124,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
TRN.P+TRN.F,US,Y23,intensity_liquid,0.2182,MJ/traffic-unit,derived: UNSD.USE 1222 / (ITF rail pkm+tkm)
AIR.DOM,US,Y23,fuel_envelope,2363343.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,UY,Y21,fuel_envelope,119.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,UY,Y22,fuel_envelope,119.1,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,UY,Y23,fuel_envelope,97.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,UZ,Y21,fuel_envelope,277.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,UZ,Y22,fuel_envelope,532.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,UZ,Y23,fuel_envelope,573.3,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,VE,Y21,fuel_envelope,2284.8,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,VE,Y22,fuel_envelope,9273.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,VE,Y23,fuel_envelope,9925.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,VN,Y21,fuel_envelope,21048.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,VN,Y22,fuel_envelope,48377.7,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,VN,Y23,fuel_envelope,51597.0,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,ZA,Y21,fuel_envelope,15038.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,ZA,Y22,fuel_envelope,17891.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,ZA,Y23,fuel_envelope,20873.6,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,ZW,Y21,fuel_envelope,97.5,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,ZW,Y22,fuel_envelope,282.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
AIR.DOM,ZW,Y23,fuel_envelope,282.2,TJ,observed: UNSD.USE 1223 (intensity = literature default in v0)
HGV,AT,Y21,load_factor_hire,11.218,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y21,load_factor_own,7.706,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y21,load_factor_total,9.821,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y22,load_factor_hire,11.24,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y22,load_factor_own,7.789,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y22,load_factor_total,9.857,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y23,load_factor_hire,10.804,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y23,load_factor_own,7.618,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,AT,Y23,load_factor_total,9.479,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y21,load_factor_hire,13.484,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y21,load_factor_own,9.321,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y21,load_factor_total,12.448,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y22,load_factor_hire,12.606,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y22,load_factor_own,8.161,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y22,load_factor_total,11.442,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y23,load_factor_hire,11.961,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y23,load_factor_own,8.001,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BE,Y23,load_factor_total,10.956,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y21,load_factor_hire,14.106,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y21,load_factor_own,8.087,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y21,load_factor_total,12.751,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y22,load_factor_hire,14.283,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y22,load_factor_own,8.755,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y22,load_factor_total,13.228,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y23,load_factor_hire,14.194,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y23,load_factor_own,8.458,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,BG,Y23,load_factor_total,12.95,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y21,load_factor_hire,7.275,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y21,load_factor_own,5.605,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y21,load_factor_total,6.687,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y22,load_factor_hire,7.625,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y22,load_factor_own,5.435,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y22,load_factor_total,6.85,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y23,load_factor_hire,7.174,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y23,load_factor_own,5.026,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CH,Y23,load_factor_total,6.412,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y21,load_factor_hire,9.511,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y21,load_factor_own,4.391,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y21,load_factor_total,6.412,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y22,load_factor_hire,9.714,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y22,load_factor_own,4.263,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y22,load_factor_total,6.285,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y23,load_factor_hire,10.276,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y23,load_factor_own,4.692,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CY,Y23,load_factor_total,6.866,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y21,load_factor_hire,10.402,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y21,load_factor_own,5.722,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y21,load_factor_total,9.397,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y22,load_factor_hire,10.784,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y22,load_factor_own,6.311,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y22,load_factor_total,9.866,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y23,load_factor_hire,10.323,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y23,load_factor_own,5.494,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,CZ,Y23,load_factor_total,9.389,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
HGV,DE,Y21,load_factor_hire,10.972,tkm/vkm,observed: Eurostat road_go_ta_tott MIO_TKM/MIO_VKM
